# Sample Bank onboarding dataset — atm_operations, reporting month 2025-11 (push with as_of_date=2025-11-30).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-11-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,72,2126,10,2000,3184,1081384.98,1077068.96,9.7,
2025-11-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,44,808,50,2000,1528,524286.26,522736.99,13.4,
2025-11-30,ATM-025,Obuasi,Ashanti,BR026,114,1818,10,2000,3716,1663132.36,1654517.78,11.5,
2025-11-30,ATM-026,Ejisu,Ashanti,BR027,33,983,20,1000,1609,526535.75,520975.63,24.8,extended outage: link / power failure
2025-11-30,ATM-027,Konongo,Ashanti,BR028,44,1029,50,2000,1477,536965.18,533482.67,6.7,
2025-11-30,ATM-028,Takoradi Market Circle,Western,BR030,105,4376,20,2000,6538,1994442.49,1967619.35,0.0,
2025-11-30,ATM-029,Takoradi Harbour,Western,BR031,82,1851,20,2000,3535,1301506.56,1297530.93,3.1,
2025-11-30,ATM-030,Tarkwa,Western,BR032,63,2180,20,5000,3629,1117272.90,1111838.41,11.4,
2025-11-30,ATM-031,Sekondi,Western,BR033,56,928,20,2000,1557,704663.38,702728.91,15.2,
2025-11-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,32,1925,50,5000,3611,1492766.93,1484006.39,3.7,
2025-11-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,73,2466,20,3000,3630,1497912.82,1490067.63,6.4,
2025-11-30,ATM-034,Koforidua,Eastern,BR040,99,2202,10,2000,3307,1281880.40,1270077.14,12.9,
2025-11-30,ATM-035,Nkawkaw,Eastern,BR041,44,983,50,1000,1609,661489.74,660193.62,4.6,
2025-11-30,ATM-036,Akosombo,Eastern,BR042,51,923,50,1000,1559,565281.97,564491.95,2.0,
2025-11-30,ATM-037,Ho,Volta,BR045,66,2262,20,2000,4104,2003991.55,1993213.91,0.0,
2025-11-30,ATM-038,Aflao Border,Volta,BR046,57,884,10,2000,1446,494668.50,493325.11,11.1,
2025-11-30,ATM-039,Tamale Central,Northern,BR050,54,1828,20,2000,4070,1629492.09,1623776.18,10.2,
2025-11-30,ATM-040,Tamale — UDS Campus,Northern,BR051,39,2118,20,2000,3323,1373282.71,1365295.68,5.9,
2025-11-30,ATM-041,Sunyani,Bono,BR055,77,1934,50,5000,3943,2025049.60,2009412.90,6.9,
2025-11-30,ATM-042,Techiman Market,Bono East,BR056,82,2234,20,2000,3905,1366773.43,1346641.12,5.8,
2025-11-30,ATM-043,Bolgatanga,Upper East,BR060,40,963,20,2000,1508,590867.48,583600.16,11.0,
2025-11-30,ATM-044,Wa,Upper West,BR065,29,792,50,1000,1452,643918.02,637829.88,0.0,
