# Sample Bank onboarding dataset — atm_operations, reporting month 2026-01 (push with as_of_date=2026-01-31).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2026-01-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,188,4723,50,2000,8477,3316287.30,3296654.44,5.9,
2026-01-31,ATM-019,Kumasi Adum,Ashanti,BR020,106,4996,50,2000,7273,3416759.06,3383897.21,16.1,
2026-01-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,116,4684,20,2000,7890,4005864.06,3982293.93,8.8,
2026-01-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,189,5106,20,3000,8610,4323330.42,4318226.75,0.0,
2026-01-31,ATM-022,Kumasi Asafo,Ashanti,BR023,68,2208,20,2000,3104,1065503.81,1064730.74,12.5,
2026-01-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,70,2261,10,3000,3959,1982945.47,1967705.18,11.3,
2026-01-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,33,977,50,2000,1480,511608.09,507401.24,0.0,
2026-01-31,ATM-025,Obuasi,Ashanti,BR026,128,2001,10,2000,3914,1755222.19,1737055.16,5.7,
2026-01-31,ATM-026,Ejisu,Ashanti,BR027,57,1111,10,1000,1602,804491.86,798211.65,1.8,
2026-01-31,ATM-027,Konongo,Ashanti,BR028,54,1143,20,2000,1326,565002.14,556752.21,6.5,
2026-01-31,ATM-028,Takoradi Market Circle,Western,BR030,97,4889,20,2000,8617,2425079.04,2418121.49,7.0,
2026-01-31,ATM-029,Takoradi Harbour,Western,BR031,95,1970,10,2000,4129,1783803.38,1758320.59,9.9,
2026-01-31,ATM-030,Tarkwa,Western,BR032,117,2282,20,3000,3384,1733665.62,1726378.87,3.1,
2026-01-31,ATM-031,Sekondi,Western,BR033,28,1068,10,2000,1301,368177.87,367076.91,7.4,
2026-01-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,116,2220,10,2000,3636,1755964.55,1731810.54,0.0,
2026-01-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,53,2695,10,2000,4007,1510223.50,1505725.51,10.1,
2026-01-31,ATM-034,Koforidua,Eastern,BR040,108,2417,20,2000,3921,1405739.45,1391659.06,12.2,
2026-01-31,ATM-035,Nkawkaw,Eastern,BR041,17,1067,20,2000,1401,589412.06,582460.92,0.0,
2026-01-31,ATM-036,Akosombo,Eastern,BR042,44,1063,10,2000,1453,649519.71,640018.93,8.4,
2026-01-31,ATM-037,Ho,Volta,BR045,77,2382,10,3000,3523,1238320.16,1234822.78,7.3,
2026-01-31,ATM-038,Aflao Border,Volta,BR046,52,994,20,1000,1389,638320.72,637581.47,11.4,
2026-01-31,ATM-039,Tamale Central,Northern,BR050,76,2000,10,5000,3803,1367931.58,1347904.53,10.3,
2026-01-31,ATM-040,Tamale — UDS Campus,Northern,BR051,117,2320,10,3000,3344,1381705.72,1363304.11,8.1,
2026-01-31,ATM-041,Sunyani,Bono,BR055,42,2213,10,2000,3787,1779058.81,1754771.89,10.2,
2026-01-31,ATM-042,Techiman Market,Bono East,BR056,50,2371,10,2000,3661,1041417.08,1036236.59,1.5,
2026-01-31,ATM-043,Bolgatanga,Upper East,BR060,62,1096,20,2000,1414,613691.29,609577.94,0.0,
2026-01-31,ATM-044,Wa,Upper West,BR065,27,841,20,2000,1689,605798.89,598148.66,2.1,
