# Sample Bank onboarding dataset — atm_operations, reporting month 2025-08 (push with as_of_date=2025-08-31).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-08-31,ATM-022,Kumasi Asafo,Ashanti,BR023,40,1837,10,2000,4274,1675737.31,1675367.74,11.3,
2025-08-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,32,1714,50,3000,3986,1974895.66,1963337.84,6.5,
2025-08-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,25,692,20,2000,1491,699123.74,697862.72,1.5,
2025-08-31,ATM-025,Obuasi,Ashanti,BR026,59,1660,10,3000,4048,1269932.72,1253946.01,9.5,
2025-08-31,ATM-026,Ejisu,Ashanti,BR027,41,843,20,2000,1580,753127.62,751854.61,7.1,
2025-08-31,ATM-027,Konongo,Ashanti,BR028,21,874,50,2000,1487,679907.93,670469.69,0.0,
2025-08-31,ATM-028,Takoradi Market Circle,Western,BR030,101,3827,20,2000,6696,2818771.61,2803159.69,1.8,
2025-08-31,ATM-029,Takoradi Harbour,Western,BR031,107,1604,20,2000,3344,1491675.42,1469320.89,3.2,
2025-08-31,ATM-030,Tarkwa,Western,BR032,57,1884,10,2000,4241,1506323.11,1499129.68,5.2,
2025-08-31,ATM-031,Sekondi,Western,BR033,30,778,20,1000,1756,717935.49,714356.00,13.9,
2025-08-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,62,1551,10,5000,4305,2171339.76,2142558.11,1.4,
2025-08-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,97,1953,10,5000,3630,1179648.96,1162200.60,9.0,
2025-08-31,ATM-034,Koforidua,Eastern,BR040,117,1724,20,2000,3735,1763754.26,1760921.13,2.8,
2025-08-31,ATM-035,Nkawkaw,Eastern,BR041,58,811,20,1000,1761,810029.47,798104.10,1.3,
2025-08-31,ATM-036,Akosombo,Eastern,BR042,24,750,50,1000,1695,538036.38,533959.25,3.6,
2025-08-31,ATM-037,Ho,Volta,BR045,98,1783,50,3000,3379,1082883.10,1070579.32,3.2,
2025-08-31,ATM-038,Aflao Border,Volta,BR046,15,776,50,1000,1443,462564.41,457617.59,8.5,
2025-08-31,ATM-039,Tamale Central,Northern,BR050,115,1656,50,2000,3334,1287006.28,1274283.73,0.3,
2025-08-31,ATM-040,Tamale — UDS Campus,Northern,BR051,86,1706,10,2000,4316,1258606.16,1244207.17,4.0,
2025-08-31,ATM-041,Sunyani,Bono,BR055,102,1772,10,2000,3647,1228430.19,1210470.56,14.6,
2025-08-31,ATM-042,Techiman Market,Bono East,BR056,113,1844,20,5000,3613,1297175.95,1291263.39,1.4,
2025-08-31,ATM-043,Bolgatanga,Upper East,BR060,27,808,20,1000,1747,554407.86,550883.28,15.1,
2025-08-31,ATM-044,Wa,Upper West,BR065,32,692,50,2000,1498,461429.12,455864.08,3.5,
