# Sample Bank onboarding dataset — atm_operations, reporting month 2026-06 (push with as_of_date=2026-06-30).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2026-06-30,ATM-016,Kasoa,Central,BR013,76,2330,10,3000,3512,1575403.37,1558409.23,9.3,
2026-06-30,ATM-017,Ridge — Ministries,Greater Accra,BR014,84,2673,10,2000,3639,1361543.80,1347587.03,0.0,
2026-06-30,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,165,5583,10,3000,6768,3428088.15,3416293.27,4.7,
2026-06-30,ATM-019,Kumasi Adum,Ashanti,BR020,128,5751,10,2000,6912,2439107.56,2433515.56,6.2,
2026-06-30,ATM-020,Kumasi Kejetia,Ashanti,BR021,100,5650,20,5000,7330,2204929.95,2191964.27,4.5,
2026-06-30,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,135,5807,10,2000,6806,3091592.92,3060553.50,2.1,
2026-06-30,ATM-022,Kumasi Asafo,Ashanti,BR023,73,2829,10,3000,3449,1595145.49,1591369.61,13.8,
2026-06-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,110,2659,20,2000,3411,1510644.95,1493591.01,15.0,
2026-06-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,27,1207,20,2000,1500,650680.57,649370.00,6.2,
2026-06-30,ATM-025,Obuasi,Ashanti,BR026,39,2804,10,5000,3121,964299.58,950699.92,15.1,
2026-06-30,ATM-026,Ejisu,Ashanti,BR027,15,1321,20,1000,1640,628711.39,620286.95,5.4,
2026-06-30,ATM-027,Konongo,Ashanti,BR028,55,1408,10,1000,1350,465833.18,463389.91,7.7,
2026-06-30,ATM-028,Takoradi Market Circle,Western,BR030,123,5733,50,3000,7464,2579349.12,2549159.44,4.1,
2026-06-30,ATM-029,Takoradi Harbour,Western,BR031,117,2589,10,3000,3225,1321994.16,1320835.66,14.3,
2026-06-30,ATM-030,Tarkwa,Western,BR032,67,2749,10,5000,3829,1416295.73,1400932.00,6.7,
2026-06-30,ATM-031,Sekondi,Western,BR033,50,1256,20,1000,1585,806752.26,801249.49,12.1,
2026-06-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,49,2857,10,3000,3510,1609990.79,1592274.49,0.8,
2026-06-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,85,3259,50,2000,3624,1101049.10,1093521.31,3.4,
2026-06-30,ATM-034,Koforidua,Eastern,BR040,94,2808,20,3000,3342,1537046.79,1521274.04,7.8,
2026-06-30,ATM-035,Nkawkaw,Eastern,BR041,37,1252,20,1000,1537,718919.81,711110.19,7.4,
2026-06-30,ATM-036,Akosombo,Eastern,BR042,41,1410,50,1000,1646,633239.42,629722.75,6.6,
2026-06-30,ATM-037,Ho,Volta,BR045,35,2936,20,2000,3690,1651691.63,1646852.52,2.7,
2026-06-30,ATM-038,Aflao Border,Volta,BR046,49,1144,10,1000,1623,669783.03,663391.22,13.4,
2026-06-30,ATM-039,Tamale Central,Northern,BR050,65,2439,20,2000,3881,1542251.48,1533357.21,1.9,
2026-06-30,ATM-040,Tamale — UDS Campus,Northern,BR051,90,2909,10,2000,3986,1618793.48,1613107.30,2.3,
2026-06-30,ATM-041,Sunyani,Bono,BR055,103,2689,50,2000,3264,1338307.12,1320935.00,6.0,
2026-06-30,ATM-042,Techiman Market,Bono East,BR056,54,2892,50,3000,3672,1181038.75,1174052.73,7.4,
2026-06-30,ATM-043,Bolgatanga,Upper East,BR060,31,1407,50,2000,1481,423386.14,421031.34,19.5,
2026-06-30,ATM-044,Wa,Upper West,BR065,37,1128,10,2000,1571,633133.35,630802.68,0.0,
