# Sample Bank onboarding dataset — atm_operations, reporting month 2025-07 (push with as_of_date=2025-07-31).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-07-31,ATM-014,Dansoman,Greater Accra,BR011,81,1681,20,2000,4018,1561740.00,1560247.87,5.4,
2025-07-31,ATM-015,Weija,Greater Accra,BR012,52,655,20,2000,1351,605262.91,600938.83,4.2,
2025-07-31,ATM-016,Kasoa,Central,BR013,63,1491,10,5000,3416,1633403.23,1623783.05,8.4,
2025-07-31,ATM-017,Ridge — Ministries,Greater Accra,BR014,44,1600,10,2000,3505,1561334.63,1545858.95,8.8,
2025-07-31,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,83,4048,10,2000,6685,2273503.75,2245898.48,0.0,
2025-07-31,ATM-019,Kumasi Adum,Ashanti,BR020,116,3836,10,2000,6408,2023182.83,2016699.83,7.8,
2025-07-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,104,3760,20,2000,6885,2279386.60,2264925.90,13.4,
2025-07-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,167,4064,10,2000,7363,2802348.39,2767626.27,5.2,
2025-07-31,ATM-022,Kumasi Asafo,Ashanti,BR023,118,1796,10,2000,3649,1216758.42,1205892.37,7.8,
2025-07-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,111,1614,10,2000,3561,1744285.91,1719398.80,1.2,
2025-07-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,53,654,10,2000,1406,612899.20,609073.55,6.7,
2025-07-31,ATM-025,Obuasi,Ashanti,BR026,93,1628,20,2000,3943,1748158.11,1734756.19,5.1,
2025-07-31,ATM-026,Ejisu,Ashanti,BR027,54,776,20,1000,1344,532468.00,527747.37,28.3,extended outage: link / power failure
2025-07-31,ATM-027,Konongo,Ashanti,BR028,33,792,50,2000,1704,605701.53,601063.97,20.5,
2025-07-31,ATM-028,Takoradi Market Circle,Western,BR030,49,3731,20,2000,6782,2296798.00,2278304.54,6.6,
2025-07-31,ATM-029,Takoradi Harbour,Western,BR031,88,1557,10,3000,3207,1185511.70,1178615.86,6.5,
2025-07-31,ATM-030,Tarkwa,Western,BR032,37,1819,10,2000,3172,1397526.82,1378116.09,6.2,
2025-07-31,ATM-031,Sekondi,Western,BR033,42,694,10,1000,1719,542316.71,537736.26,13.1,
2025-07-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,63,1455,20,3000,3066,890395.93,885106.66,10.6,
2025-07-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,77,1800,20,2000,3740,1912804.26,1898066.06,12.5,
2025-07-31,ATM-034,Koforidua,Eastern,BR040,101,1644,50,5000,3720,1133142.09,1130520.46,8.5,
2025-07-31,ATM-035,Nkawkaw,Eastern,BR041,55,737,10,2000,1534,656882.29,656282.49,5.9,
2025-07-31,ATM-036,Akosombo,Eastern,BR042,50,703,50,1000,1423,516315.29,510662.31,19.3,
2025-07-31,ATM-037,Ho,Volta,BR045,57,1721,20,2000,3643,1711992.07,1710150.60,1.3,
2025-07-31,ATM-038,Aflao Border,Volta,BR046,45,757,10,2000,1655,583622.71,577942.38,15.8,
2025-07-31,ATM-039,Tamale Central,Northern,BR050,42,1531,10,5000,3801,1748678.87,1728817.01,0.4,
2025-07-31,ATM-040,Tamale — UDS Campus,Northern,BR051,40,1563,10,5000,3492,1194794.51,1189516.10,0.0,
2025-07-31,ATM-041,Sunyani,Bono,BR055,65,1663,20,5000,3097,1169624.23,1155937.49,3.4,
2025-07-31,ATM-042,Techiman Market,Bono East,BR056,71,1753,10,2000,3856,1673923.65,1661696.36,6.9,
2025-07-31,ATM-043,Bolgatanga,Upper East,BR060,17,772,10,1000,1657,555386.85,550492.58,2.9,
2025-07-31,ATM-044,Wa,Upper West,BR065,58,652,20,2000,1571,814489.08,813483.28,0.0,
