# Sample Bank onboarding dataset — atm_operations, reporting month 2025-12 (push with as_of_date=2025-12-31).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-12-31,ATM-019,Kumasi Adum,Ashanti,BR020,98,4758,20,5000,9627,4404371.30,4349846.12,10.2,
2025-12-31,ATM-020,Kumasi Kejetia,Ashanti,BR021,79,4556,10,3000,9790,3851864.13,3807113.28,0.0,
2025-12-31,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,144,5055,20,5000,9210,3362687.80,3360432.20,5.8,
2025-12-31,ATM-022,Kumasi Asafo,Ashanti,BR023,100,2135,20,2000,4497,1926164.79,1907749.31,0.0,
2025-12-31,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,73,2165,10,2000,3652,1731380.14,1705536.72,8.2,
2025-12-31,ATM-024,Kumasi Ahodwo,Ashanti,BR025,17,888,50,2000,1887,864355.32,862719.08,2.0,
2025-12-31,ATM-025,Obuasi,Ashanti,BR026,106,1875,20,3000,4580,1679582.44,1667387.11,2.0,
2025-12-31,ATM-026,Ejisu,Ashanti,BR027,31,1031,20,2000,1941,627249.48,623477.32,16.3,
2025-12-31,ATM-027,Konongo,Ashanti,BR028,35,1107,20,1000,1726,867353.46,858806.03,11.6,
2025-12-31,ATM-028,Takoradi Market Circle,Western,BR030,173,4628,20,2000,9939,2845218.62,2832699.17,6.7,
2025-12-31,ATM-029,Takoradi Harbour,Western,BR031,45,1935,10,3000,3807,1695904.24,1671123.92,13.4,
2025-12-31,ATM-030,Tarkwa,Western,BR032,54,2228,20,3000,4308,1466154.34,1450692.49,7.4,
2025-12-31,ATM-031,Sekondi,Western,BR033,57,992,10,1000,1987,819975.13,814620.54,0.0,
2025-12-31,ATM-032,Cape Coast — UCC Campus,Central,BR035,40,2065,20,5000,4290,1906425.52,1887031.76,7.8,
2025-12-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,75,2570,10,2000,4238,1958224.57,1940949.10,5.1,
2025-12-31,ATM-034,Koforidua,Eastern,BR040,113,2240,20,5000,4224,1911931.94,1897613.10,5.3,
2025-12-31,ATM-035,Nkawkaw,Eastern,BR041,54,1014,10,1000,1720,723259.09,715036.12,2.8,
2025-12-31,ATM-036,Akosombo,Eastern,BR042,49,1011,20,1000,1635,735243.69,726060.83,0.0,
2025-12-31,ATM-037,Ho,Volta,BR045,39,2330,20,3000,4678,1503370.87,1498457.27,5.0,
2025-12-31,ATM-038,Aflao Border,Volta,BR046,29,921,50,1000,1532,438735.68,438679.29,8.9,
2025-12-31,ATM-039,Tamale Central,Northern,BR050,71,1898,20,2000,4520,1651351.14,1643499.70,4.8,
2025-12-31,ATM-040,Tamale — UDS Campus,Northern,BR051,102,2174,50,2000,4523,1801939.35,1788513.78,0.0,
2025-12-31,ATM-041,Sunyani,Bono,BR055,86,2113,10,3000,4802,2480738.66,2465029.73,8.6,
2025-12-31,ATM-042,Techiman Market,Bono East,BR056,41,2301,20,3000,4686,1790244.57,1770575.09,3.8,
2025-12-31,ATM-043,Bolgatanga,Upper East,BR060,45,1041,10,1000,2011,800067.14,798342.52,2.7,
2025-12-31,ATM-044,Wa,Upper West,BR065,32,811,20,1000,1620,672285.89,662494.94,20.9,
