# Sample Bank onboarding dataset — atm_operations, reporting month 2025-09 (push with as_of_date=2025-09-30).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2025-09-30,ATM-014,Dansoman,Greater Accra,BR011,63,1880,20,5000,3990,1926494.68,1918897.20,5.8,
2025-09-30,ATM-015,Weija,Greater Accra,BR012,55,791,10,1000,1632,457323.21,456875.25,15.1,
2025-09-30,ATM-016,Kasoa,Central,BR013,33,1623,50,2000,3763,1820471.29,1816307.55,10.2,
2025-09-30,ATM-017,Ridge — Ministries,Greater Accra,BR014,129,1688,10,2000,3525,1804729.58,1795677.63,15.8,
2025-09-30,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,91,4294,10,2000,8841,4452484.86,4398422.14,11.0,
2025-09-30,ATM-019,Kumasi Adum,Ashanti,BR020,107,4201,20,2000,8440,3606401.40,3582205.14,8.0,
2025-09-30,ATM-020,Kumasi Kejetia,Ashanti,BR021,129,4112,20,3000,7039,2880201.48,2843785.51,12.6,
2025-09-30,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,174,4369,20,5000,6734,2948546.78,2946539.19,7.8,
2025-09-30,ATM-022,Kumasi Asafo,Ashanti,BR023,44,1948,20,3000,3624,1724441.93,1724329.37,6.9,
2025-09-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,130,1796,20,3000,3547,1008380.66,1004847.60,11.3,
2025-09-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,52,762,20,1000,1778,597088.93,589944.95,12.4,
2025-09-30,ATM-025,Obuasi,Ashanti,BR026,41,1701,10,3000,3904,1566299.60,1550702.68,1.8,
2025-09-30,ATM-026,Ejisu,Ashanti,BR027,25,921,50,2000,1749,605767.61,599531.34,17.9,
2025-09-30,ATM-027,Konongo,Ashanti,BR028,31,928,50,1000,1719,893691.36,880833.59,0.0,
2025-09-30,ATM-028,Takoradi Market Circle,Western,BR030,121,4054,50,2000,6897,2569563.69,2546350.86,10.6,
2025-09-30,ATM-029,Takoradi Harbour,Western,BR031,118,1660,50,2000,3282,938278.68,935959.58,2.9,
2025-09-30,ATM-030,Tarkwa,Western,BR032,110,2007,10,5000,4174,1256934.19,1251501.61,11.8,
2025-09-30,ATM-031,Sekondi,Western,BR033,28,829,20,1000,1739,729631.53,729122.96,8.5,
2025-09-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,98,1679,20,2000,3775,1867248.74,1847038.62,4.4,
2025-09-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,59,2115,50,2000,3398,1457621.34,1451312.30,1.0,
2025-09-30,ATM-034,Koforidua,Eastern,BR040,94,1864,20,2000,3449,1772811.79,1750110.65,6.9,
2025-09-30,ATM-035,Nkawkaw,Eastern,BR041,43,891,10,1000,1460,588735.01,587853.12,4.9,
2025-09-30,ATM-036,Akosombo,Eastern,BR042,58,789,20,1000,1641,745152.56,740362.69,17.6,
2025-09-30,ATM-037,Ho,Volta,BR045,111,1961,20,2000,4044,1607937.39,1598399.38,8.8,
2025-09-30,ATM-038,Aflao Border,Volta,BR046,42,822,50,2000,1548,646617.84,640633.14,4.5,
2025-09-30,ATM-039,Tamale Central,Northern,BR050,124,1699,20,3000,3850,1444476.90,1440522.76,0.0,
2025-09-30,ATM-040,Tamale — UDS Campus,Northern,BR051,94,1841,10,5000,4277,2058492.90,2048122.90,4.5,
2025-09-30,ATM-041,Sunyani,Bono,BR055,65,1803,10,2000,4312,2061636.41,2043314.47,14.8,
2025-09-30,ATM-042,Techiman Market,Bono East,BR056,75,1997,20,3000,3520,1411957.62,1396929.01,13.9,
2025-09-30,ATM-043,Bolgatanga,Upper East,BR060,36,831,10,2000,1586,528164.84,525579.17,0.0,
2025-09-30,ATM-044,Wa,Upper West,BR065,34,708,10,2000,1500,514600.11,512087.17,17.3,
