# Sample Bank onboarding dataset — atm_operations, reporting month 2026-05 (push with as_of_date=2026-05-31).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2026-05-31,ATM-033,Cape Coast Kotokuraba,Central,BR036,73,3114,20,3000,4042,1521770.68,1518095.05,1.6,
2026-05-31,ATM-034,Koforidua,Eastern,BR040,36,2713,10,2000,3941,1445179.50,1438126.86,5.7,
2026-05-31,ATM-035,Nkawkaw,Eastern,BR041,27,1228,20,1000,1517,441094.23,435912.50,16.5,
2026-05-31,ATM-036,Akosombo,Eastern,BR042,29,1347,10,2000,1510,467011.35,466386.98,13.8,
2026-05-31,ATM-037,Ho,Volta,BR045,89,2798,10,5000,3181,1397436.43,1377188.96,4.9,
2026-05-31,ATM-038,Aflao Border,Volta,BR046,42,1111,20,1000,1721,562013.51,555815.04,7.1,
2026-05-31,ATM-039,Tamale Central,Northern,BR050,33,2316,50,2000,3712,1166392.92,1160736.73,4.7,
2026-05-31,ATM-040,Tamale — UDS Campus,Northern,BR051,102,2845,10,3000,3148,1212401.21,1205011.48,0.0,
2026-05-31,ATM-041,Sunyani,Bono,BR055,71,2537,10,2000,3358,1178211.38,1166858.66,7.2,
2026-05-31,ATM-042,Techiman Market,Bono East,BR056,32,2716,20,2000,3734,1560321.97,1557684.72,10.1,
2026-05-31,ATM-043,Bolgatanga,Upper East,BR060,39,1365,20,2000,1358,575029.89,572018.54,8.0,
2026-05-31,ATM-044,Wa,Upper West,BR065,56,1093,20,2000,1540,606906.11,606607.24,10.3,
