# Sample Bank DAILY DEPOSIT sub-ledger — close of business 2026-06-21; push with as_of_date=2026-06-21. Feeds BSD1 deposit lines 1-10 (the form's PREVIOUS-week block). Liquid assets are in eod_ladder/.
source_reference,position_type,currency,balance,deposit_account_type,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,interest_rate,rate_type,attributes.balance_ghs,attributes.instrument,attributes.branch_id
DEP-CURRENT_RET-0017,DEPOSIT,GHS,9317758.45,CURRENT,SBL-CUST-010054,DEP.RET.CUR,2001,2024-08-23,,0.003024,FLOATING,,,BR024
DEP-CURRENT_RET-0018,DEPOSIT,GHS,8093112.86,CURRENT,SBL-CUST-003420,DEP.RET.CUR,2001,2019-03-19,,0.000736,FLOATING,,,BR013
DEP-CURRENT_RET-0019,DEPOSIT,GHS,7423735.58,CURRENT,SBL-CUST-010705,DEP.RET.CUR,2001,2023-05-02,,1.8e-05,FLOATING,,,BR003
DEP-CURRENT_RET-0020,DEPOSIT,GHS,5958614.86,CURRENT,SBL-CUST-003373,DEP.RET.CUR,2001,2019-12-19,,0.001641,FLOATING,,,BR001
DEP-CURRENT_RET-0021,DEPOSIT,GHS,5379729.0,CURRENT,SBL-CUST-010937,DEP.RET.CUR,2001,2019-08-27,,8.4e-05,FLOATING,,,BR026
DEP-CURRENT_RET-0022,DEPOSIT,GHS,5477747.09,CURRENT,SBL-CUST-002625,DEP.RET.CUR,2001,2019-06-10,,0.00298,FLOATING,,,BR020
DEP-CURRENT_RET-0023,DEPOSIT,GHS,8280326.75,CURRENT,SBL-CUST-008215,DEP.RET.CUR,2001,2020-03-05,,0.000564,FLOATING,,,BR028
DEP-CURRENT_RET-0024,DEPOSIT,GHS,9413822.19,CURRENT,SBL-CUST-002258,DEP.RET.CUR,2001,2020-02-01,,0.001016,FLOATING,,,BR010
DEP-CURRENT_RET-0025,DEPOSIT,GHS,6297966.8,CURRENT,SBL-CUST-005089,DEP.RET.CUR,2001,2020-04-16,,0.002303,FLOATING,,,BR007
DEP-CURRENT_RET-0026,DEPOSIT,GHS,13034484.3,CURRENT,SBL-CUST-012915,DEP.RET.CUR,2001,2019-08-19,,0.001116,FLOATING,,,BR005
DEP-CURRENT_RET-0027,DEPOSIT,GHS,9559628.92,CURRENT,SBL-CUST-007188,DEP.RET.CUR,2001,2021-04-11,,0.004549,FLOATING,,,BR016
DEP-CURRENT_RET-0028,DEPOSIT,GHS,6046478.42,CURRENT,SBL-CUST-000551,DEP.RET.CUR,2001,2024-06-27,,0.00307,FLOATING,,,BR015
DEP-CURRENT_RET-0029,DEPOSIT,GHS,6476754.65,CURRENT,SBL-CUST-013753,DEP.RET.CUR,2001,2019-11-20,,0.004192,FLOATING,,,BR002
DEP-CURRENT_RET-0030,DEPOSIT,GHS,6241758.24,CURRENT,SBL-CUST-003274,DEP.RET.CUR,2001,2020-11-14,,0.004924,FLOATING,,,BR019
DEP-CURRENT_RET-0031,DEPOSIT,GHS,14347538.58,CURRENT,SBL-CUST-001407,DEP.RET.CUR,2001,2026-01-30,,0.003495,FLOATING,,,BR004
DEP-CURRENT_RET-0032,DEPOSIT,GHS,6290365.34,CURRENT,SBL-CUST-001458,DEP.RET.CUR,2001,2022-01-01,,0.004687,FLOATING,,,BR017
DEP-CURRENT_RET-0033,DEPOSIT,GHS,6159944.56,CURRENT,SBL-CUST-001725,DEP.RET.CUR,2001,2024-12-21,,0.00479,FLOATING,,,BR001
DEP-CURRENT_RET-0034,DEPOSIT,GHS,11606850.59,CURRENT,SBL-CUST-009099,DEP.RET.CUR,2001,2026-01-26,,0.000523,FLOATING,,,BR009
DEP-CURRENT_RET-0035,DEPOSIT,GHS,16244390.44,CURRENT,SBL-CUST-008943,DEP.RET.CUR,2001,2024-06-03,,0.004577,FLOATING,,,BR023
DEP-CURRENT_RET-0036,DEPOSIT,GHS,5803159.63,CURRENT,SBL-CUST-001194,DEP.RET.CUR,2001,2020-04-26,,0.000769,FLOATING,,,BR013
DEP-CURRENT_RET-0037,DEPOSIT,GHS,28971031.15,CURRENT,SBL-CUST-010076,DEP.RET.CUR,2001,2024-05-05,,0.004683,FLOATING,,,BR002
DEP-CURRENT_RET-0038,DEPOSIT,GHS,6267867.87,CURRENT,SBL-CUST-006537,DEP.RET.CUR,2001,2019-10-21,,0.004717,FLOATING,,,BR009
DEP-CURRENT_RET-0039,DEPOSIT,GHS,9899017.72,CURRENT,SBL-CUST-007855,DEP.RET.CUR,2001,2023-04-07,,0.001202,FLOATING,,,BR013
DEP-CURRENT_RET-0040,DEPOSIT,GHS,17628473.96,CURRENT,SBL-CUST-002013,DEP.RET.CUR,2001,2021-05-18,,0.001912,FLOATING,,,BR009
DEP-CURRENT_RET-0041,DEPOSIT,GHS,18085655.89,CURRENT,SBL-CUST-007388,DEP.RET.CUR,2001,2024-08-17,,0.001246,FLOATING,,,BR014
DEP-CURRENT_RET-0042,DEPOSIT,GHS,93912810.51,CURRENT,SBL-CUST-008304,DEP.RET.CUR,2001,2020-07-15,,0.003037,FLOATING,,,BR005
DEP-CURRENT_RET-0043,DEPOSIT,GHS,5227922.13,CURRENT,SBL-CUST-004085,DEP.RET.CUR,2001,2020-04-17,,0.001884,FLOATING,,,BR018
DEP-CURRENT_RET-0044,DEPOSIT,GHS,6472777.42,CURRENT,SBL-CUST-000020,DEP.RET.CUR,2001,2023-07-30,,0.001758,FLOATING,,,BR028
DEP-CURRENT_RET-0045,DEPOSIT,GHS,14845184.55,CURRENT,SBL-CUST-002307,DEP.RET.CUR,2001,2019-10-24,,0.001956,FLOATING,,,BR015
DEP-CURRENT_RET-0046,DEPOSIT,GHS,17151698.25,CURRENT,SBL-CUST-002413,DEP.RET.CUR,2001,2022-03-23,,0.003764,FLOATING,,,BR028
DEP-CURRENT_RET-0047,DEPOSIT,GHS,17721629.78,CURRENT,SBL-CUST-009070,DEP.RET.CUR,2001,2026-04-16,,0.002602,FLOATING,,,BR018
DEP-CURRENT_RET-0048,DEPOSIT,GHS,6864671.36,CURRENT,SBL-CUST-004646,DEP.RET.CUR,2001,2024-08-03,,0.002641,FLOATING,,,BR010
DEP-CURRENT_RET-0049,DEPOSIT,GHS,6073207.69,CURRENT,SBL-CUST-010161,DEP.RET.CUR,2001,2025-04-07,,0.000897,FLOATING,,,BR017
DEP-CURRENT_RET-0050,DEPOSIT,GHS,59769776.1,CURRENT,SBL-CUST-000205,DEP.RET.CUR,2001,2018-10-15,,0.001727,FLOATING,,,BR017
DEP-CURRENT_RET-0051,DEPOSIT,GHS,20963784.31,CURRENT,SBL-CUST-001218,DEP.RET.CUR,2001,2024-10-12,,0.001734,FLOATING,,,BR019
DEP-CURRENT_RET-0052,DEPOSIT,GHS,5687881.11,CURRENT,SBL-CUST-012539,DEP.RET.CUR,2001,2018-12-09,,0.000534,FLOATING,,,BR010
DEP-CURRENT_RET-0053,DEPOSIT,GHS,6035766.22,CURRENT,SBL-CUST-005394,DEP.RET.CUR,2001,2018-09-29,,0.004929,FLOATING,,,BR010
DEP-CURRENT_RET-0054,DEPOSIT,GHS,29698047.35,CURRENT,SBL-CUST-010234,DEP.RET.CUR,2001,2020-12-03,,0.002244,FLOATING,,,BR014
DEP-CURRENT_RET-0055,DEPOSIT,GHS,15621864.83,CURRENT,SBL-CUST-002678,DEP.RET.CUR,2001,2018-08-01,,0.004564,FLOATING,,,BR003
DEP-CURRENT_RET-0056,DEPOSIT,GHS,6294428.03,CURRENT,SBL-CUST-003150,DEP.RET.CUR,2001,2021-11-17,,0.000667,FLOATING,,,BR005
DEP-CURRENT_RET-0057,DEPOSIT,GHS,13120974.74,CURRENT,SBL-CUST-006610,DEP.RET.CUR,2001,2023-04-24,,0.004655,FLOATING,,,BR017
DEP-CURRENT_RET-0058,DEPOSIT,GHS,9900422.24,CURRENT,SBL-CUST-010518,DEP.RET.CUR,2001,2019-09-27,,0.003258,FLOATING,,,BR028
DEP-CURRENT_RET-0059,DEPOSIT,GHS,5794647.59,CURRENT,SBL-CUST-010426,DEP.RET.CUR,2001,2023-07-31,,0.003501,FLOATING,,,BR002
DEP-CURRENT_RET-0060,DEPOSIT,GHS,5784657.33,CURRENT,SBL-CUST-001005,DEP.RET.CUR,2001,2021-09-29,,0.000592,FLOATING,,,BR002
DEP-CURRENT_RET-0061,DEPOSIT,GHS,7975391.34,CURRENT,SBL-CUST-001461,DEP.RET.CUR,2001,2021-06-28,,0.002663,FLOATING,,,BR006
DEP-CURRENT_RET-0062,DEPOSIT,GHS,33375962.56,CURRENT,SBL-CUST-001517,DEP.RET.CUR,2001,2021-10-10,,0.003741,FLOATING,,,BR023
DEP-CURRENT_RET-0063,DEPOSIT,GHS,12589799.35,CURRENT,SBL-CUST-005435,DEP.RET.CUR,2001,2019-06-24,,0.003497,FLOATING,,,BR016
DEP-CURRENT_RET-0064,DEPOSIT,GHS,10878352.66,CURRENT,SBL-CUST-009333,DEP.RET.CUR,2001,2024-09-28,,0.002705,FLOATING,,,BR016
DEP-CURRENT_RET-0065,DEPOSIT,GHS,5241739.08,CURRENT,SBL-CUST-013549,DEP.RET.CUR,2001,2019-11-16,,0.000654,FLOATING,,,BR001
DEP-CURRENT_RET-0066,DEPOSIT,GHS,9328463.86,CURRENT,SBL-CUST-004182,DEP.RET.CUR,2001,2020-04-16,,0.003338,FLOATING,,,BR008
DEP-CURRENT_RET-0067,DEPOSIT,GHS,5847859.34,CURRENT,SBL-CUST-003281,DEP.RET.CUR,2001,2025-12-14,,0.001602,FLOATING,,,BR018
DEP-CURRENT_RET-0068,DEPOSIT,GHS,6355051.35,CURRENT,SBL-CUST-011868,DEP.RET.CUR,2001,2022-11-14,,0.003512,FLOATING,,,BR028
DEP-CURRENT_RET-0069,DEPOSIT,GHS,5601087.24,CURRENT,SBL-CUST-014132,DEP.RET.CUR,2001,2023-11-25,,0.000849,FLOATING,,,BR014
DEP-CURRENT_RET-0070,DEPOSIT,GHS,7575815.4,CURRENT,SBL-CUST-008892,DEP.RET.CUR,2001,2020-07-11,,0.001389,FLOATING,,,BR010
DEP-CURRENT_RET-0071,DEPOSIT,GHS,17488844.07,CURRENT,SBL-CUST-011962,DEP.RET.CUR,2001,2020-09-12,,0.004416,FLOATING,,,BR021
DEP-CURRENT_RET-0072,DEPOSIT,GHS,6212890.26,CURRENT,SBL-CUST-014510,DEP.RET.CUR,2001,2025-03-24,,0.001079,FLOATING,,,BR019
DEP-CURRENT_RET-0073,DEPOSIT,GHS,8358125.95,CURRENT,SBL-CUST-012779,DEP.RET.CUR,2001,2022-08-02,,0.003033,FLOATING,,,BR003
DEP-CURRENT_RET-0074,DEPOSIT,GHS,5239784.17,CURRENT,SBL-CUST-003089,DEP.RET.CUR,2001,2018-08-22,,0.003291,FLOATING,,,BR027
DEP-CURRENT_RET-0075,DEPOSIT,GHS,5192095.01,CURRENT,SBL-CUST-011482,DEP.RET.CUR,2001,2019-11-17,,0.002419,FLOATING,,,BR007
DEP-CURRENT_RET-0076,DEPOSIT,GHS,11071383.2,CURRENT,SBL-CUST-009146,DEP.RET.CUR,2001,2023-10-27,,0.002978,FLOATING,,,BR018
DEP-CURRENT_RET-0077,DEPOSIT,GHS,6469355.92,CURRENT,SBL-CUST-012364,DEP.RET.CUR,2001,2020-06-22,,0.000342,FLOATING,,,BR013
DEP-CURRENT_RET-0078,DEPOSIT,GHS,7940361.51,CURRENT,SBL-CUST-003447,DEP.RET.CUR,2001,2022-01-11,,0.00464,FLOATING,,,BR026
DEP-CURRENT_RET-0079,DEPOSIT,GHS,11935528.75,CURRENT,SBL-CUST-014992,DEP.RET.CUR,2001,2022-09-07,,0.002036,FLOATING,,,BR027
DEP-CURRENT_RET-0080,DEPOSIT,GHS,5941822.13,CURRENT,SBL-CUST-006182,DEP.RET.CUR,2001,2022-06-20,,0.00235,FLOATING,,,BR004
DEP-CURRENT_RET-0081,DEPOSIT,GHS,7539979.16,CURRENT,SBL-CUST-002845,DEP.RET.CUR,2001,2021-02-08,,0.001935,FLOATING,,,BR021
DEP-CURRENT_RET-0082,DEPOSIT,GHS,22514528.95,CURRENT,SBL-CUST-010117,DEP.RET.CUR,2001,2021-08-05,,0.000169,FLOATING,,,BR028
DEP-CURRENT_RET-0083,DEPOSIT,GHS,5611400.66,CURRENT,SBL-CUST-008111,DEP.RET.CUR,2001,2018-11-27,,0.003911,FLOATING,,,BR012
DEP-CURRENT_RET-0084,DEPOSIT,GHS,10598773.26,CURRENT,SBL-CUST-012871,DEP.RET.CUR,2001,2022-04-05,,0.004198,FLOATING,,,BR003
DEP-CURRENT_RET-0085,DEPOSIT,GHS,7657219.45,CURRENT,SBL-CUST-010651,DEP.RET.CUR,2001,2025-08-14,,0.003039,FLOATING,,,BR012
DEP-CURRENT_RET-0086,DEPOSIT,GHS,12495247.34,CURRENT,SBL-CUST-006212,DEP.RET.CUR,2001,2025-08-31,,0.001195,FLOATING,,,BR013
DEP-CURRENT_RET-0087,DEPOSIT,GHS,5802649.46,CURRENT,SBL-CUST-003119,DEP.RET.CUR,2001,2021-07-16,,0.003542,FLOATING,,,BR014
DEP-CURRENT_RET-0088,DEPOSIT,GHS,5403701.91,CURRENT,SBL-CUST-005002,DEP.RET.CUR,2001,2020-08-12,,0.004116,FLOATING,,,BR016
DEP-CURRENT_RET-0089,DEPOSIT,GHS,11642076.53,CURRENT,SBL-CUST-005671,DEP.RET.CUR,2001,2021-03-25,,0.00445,FLOATING,,,BR025
DEP-CURRENT_RET-0090,DEPOSIT,GHS,6850804.92,CURRENT,SBL-CUST-009944,DEP.RET.CUR,2001,2019-12-01,,0.004674,FLOATING,,,BR007
DEP-CURRENT_RET-0091,DEPOSIT,GHS,6219098.06,CURRENT,SBL-CUST-002334,DEP.RET.CUR,2001,2020-11-03,,0.001188,FLOATING,,,BR016
DEP-CURRENT_RET-0092,DEPOSIT,GHS,5400345.42,CURRENT,SBL-CUST-007237,DEP.RET.CUR,2001,2021-06-26,,0.004248,FLOATING,,,BR025
DEP-CURRENT_RET-0093,DEPOSIT,GHS,50695794.77,CURRENT,SBL-CUST-001679,DEP.RET.CUR,2001,2025-09-11,,0.00322,FLOATING,,,BR012
DEP-CURRENT_RET-0094,DEPOSIT,GHS,5438596.51,CURRENT,SBL-CUST-010131,DEP.RET.CUR,2001,2024-09-11,,0.000688,FLOATING,,,BR008
DEP-CURRENT_RET-0095,DEPOSIT,GHS,6324218.92,CURRENT,SBL-CUST-010657,DEP.RET.CUR,2001,2026-01-05,,0.001373,FLOATING,,,BR021
DEP-CURRENT_RET-0096,DEPOSIT,GHS,5973738.58,CURRENT,SBL-CUST-014512,DEP.RET.CUR,2001,2025-01-08,,0.003124,FLOATING,,,BR015
DEP-CURRENT_RET-0097,DEPOSIT,GHS,6104729.22,CURRENT,SBL-CUST-011018,DEP.RET.CUR,2001,2024-06-25,,0.002417,FLOATING,,,BR022
DEP-CURRENT_RET-0098,DEPOSIT,GHS,6059390.53,CURRENT,SBL-CUST-013284,DEP.RET.CUR,2001,2020-05-13,,0.001532,FLOATING,,,BR001
DEP-CURRENT_RET-0099,DEPOSIT,GHS,5332853.31,CURRENT,SBL-CUST-001154,DEP.RET.CUR,2001,2018-09-10,,0.000624,FLOATING,,,BR022
DEP-CURRENT_RET-0100,DEPOSIT,GHS,7669042.45,CURRENT,SBL-CUST-012196,DEP.RET.CUR,2001,2020-03-15,,0.000542,FLOATING,,,BR022
DEP-CURRENT_RET-0101,DEPOSIT,GHS,5773853.98,CURRENT,SBL-CUST-008988,DEP.RET.CUR,2001,2024-09-27,,0.003256,FLOATING,,,BR010
DEP-CURRENT_RET-0102,DEPOSIT,GHS,9917463.67,CURRENT,SBL-CUST-002136,DEP.RET.CUR,2001,2025-07-23,,0.002867,FLOATING,,,BR020
DEP-CURRENT_RET-0103,DEPOSIT,GHS,10014044.71,CURRENT,SBL-CUST-007955,DEP.RET.CUR,2001,2024-07-20,,0.003526,FLOATING,,,BR017
DEP-CURRENT_RET-0104,DEPOSIT,GHS,14920726.24,CURRENT,SBL-CUST-008940,DEP.RET.CUR,2001,2022-05-15,,0.004302,FLOATING,,,BR009
DEP-CURRENT_RET-0105,DEPOSIT,GHS,8525754.13,CURRENT,SBL-CUST-012572,DEP.RET.CUR,2001,2021-01-16,,0.004317,FLOATING,,,BR021
DEP-CURRENT_RET-0106,DEPOSIT,GHS,7538085.17,CURRENT,SBL-CUST-011846,DEP.RET.CUR,2001,2021-01-28,,0.001241,FLOATING,,,BR001
DEP-CURRENT_RET-0107,DEPOSIT,GHS,7396938.64,CURRENT,SBL-CUST-014836,DEP.RET.CUR,2001,2021-01-14,,0.002592,FLOATING,,,BR027
DEP-CURRENT_RET-0108,DEPOSIT,GHS,6020907.94,CURRENT,SBL-CUST-010044,DEP.RET.CUR,2001,2022-05-04,,0.001834,FLOATING,,,BR018
DEP-CURRENT_RET-0109,DEPOSIT,GHS,22348270.57,CURRENT,SBL-CUST-001187,DEP.RET.CUR,2001,2025-03-16,,0.00096,FLOATING,,,BR004
DEP-CURRENT_RET-0110,DEPOSIT,GHS,8744068.06,CURRENT,SBL-CUST-007050,DEP.RET.CUR,2001,2019-12-24,,0.000773,FLOATING,,,BR028
DEP-CURRENT_RET-0111,DEPOSIT,GHS,9033333.18,CURRENT,SBL-CUST-001569,DEP.RET.CUR,2001,2019-08-07,,0.004104,FLOATING,,,BR015
DEP-CURRENT_RET-0112,DEPOSIT,GHS,13557226.59,CURRENT,SBL-CUST-007438,DEP.RET.CUR,2001,2022-10-30,,0.004274,FLOATING,,,BR004
DEP-CURRENT_RET-0113,DEPOSIT,GHS,7531673.99,CURRENT,SBL-CUST-005326,DEP.RET.CUR,2001,2018-11-07,,0.002071,FLOATING,,,BR024
DEP-CURRENT_RET-0114,DEPOSIT,GHS,16047118.81,CURRENT,SBL-CUST-008699,DEP.RET.CUR,2001,2025-12-23,,0.002325,FLOATING,,,BR025
DEP-CURRENT_RET-0115,DEPOSIT,GHS,10305366.25,CURRENT,SBL-CUST-005480,DEP.RET.CUR,2001,2023-05-03,,0.001171,FLOATING,,,BR015
DEP-CURRENT_RET-0116,DEPOSIT,GHS,9151442.45,CURRENT,SBL-CUST-005094,DEP.RET.CUR,2001,2022-06-17,,0.004098,FLOATING,,,BR026
DEP-CURRENT_RET-0117,DEPOSIT,GHS,11181320.4,CURRENT,SBL-CUST-010198,DEP.RET.CUR,2001,2024-10-13,,0.004826,FLOATING,,,BR020
DEP-CURRENT_RET-0118,DEPOSIT,GHS,11488121.44,CURRENT,SBL-CUST-004348,DEP.RET.CUR,2001,2020-03-13,,0.000186,FLOATING,,,BR003
DEP-CURRENT_RET-0119,DEPOSIT,GHS,6956982.72,CURRENT,SBL-CUST-009672,DEP.RET.CUR,2001,2024-10-30,,0.000252,FLOATING,,,BR022
DEP-CURRENT_RET-0120,DEPOSIT,GHS,10990393.28,CURRENT,SBL-CUST-010975,DEP.RET.CUR,2001,2023-10-21,,0.000679,FLOATING,,,BR019
DEP-CURRENT_RET-0121,DEPOSIT,GHS,10173588.85,CURRENT,SBL-CUST-009574,DEP.RET.CUR,2001,2020-07-16,,0.003603,FLOATING,,,BR015
DEP-CURRENT_RET-0122,DEPOSIT,GHS,6331881.03,CURRENT,SBL-CUST-002071,DEP.RET.CUR,2001,2025-07-06,,0.00405,FLOATING,,,BR006
DEP-CURRENT_RET-0123,DEPOSIT,GHS,6424538.14,CURRENT,SBL-CUST-013712,DEP.RET.CUR,2001,2023-06-18,,0.00469,FLOATING,,,BR004
DEP-CURRENT_RET-0124,DEPOSIT,GHS,5416213.92,CURRENT,SBL-CUST-006681,DEP.RET.CUR,2001,2020-04-27,,0.003855,FLOATING,,,BR024
DEP-CURRENT_RET-0125,DEPOSIT,GHS,5634743.36,CURRENT,SBL-CUST-009203,DEP.RET.CUR,2001,2024-02-18,,0.000393,FLOATING,,,BR022
DEP-CURRENT_RET-0126,DEPOSIT,GHS,7912588.89,CURRENT,SBL-CUST-003355,DEP.RET.CUR,2001,2022-02-20,,0.000683,FLOATING,,,BR002
DEP-CURRENT_RET-0127,DEPOSIT,GHS,6549392.07,CURRENT,SBL-CUST-000890,DEP.RET.CUR,2001,2021-12-30,,0.002282,FLOATING,,,BR023
DEP-CURRENT_RET-0128,DEPOSIT,GHS,6495579.33,CURRENT,SBL-CUST-001715,DEP.RET.CUR,2001,2018-08-28,,0.004175,FLOATING,,,BR026
DEP-CURRENT_RET-0129,DEPOSIT,GHS,8957740.26,CURRENT,SBL-CUST-002695,DEP.RET.CUR,2001,2020-04-21,,0.00125,FLOATING,,,BR025
DEP-CURRENT_RET-0130,DEPOSIT,GHS,55702856.08,CURRENT,SBL-CUST-011840,DEP.RET.CUR,2001,2019-10-31,,0.003098,FLOATING,,,BR013
DEP-CURRENT_RET-0131,DEPOSIT,GHS,6518257.27,CURRENT,SBL-CUST-000575,DEP.RET.CUR,2001,2024-02-17,,0.004512,FLOATING,,,BR028
DEP-CURRENT_RET-0132,DEPOSIT,GHS,18683363.76,CURRENT,SBL-CUST-001284,DEP.RET.CUR,2001,2019-12-28,,0.004257,FLOATING,,,BR022
DEP-CURRENT_RET-0133,DEPOSIT,GHS,5684273.32,CURRENT,SBL-CUST-002072,DEP.RET.CUR,2001,2022-05-17,,0.000608,FLOATING,,,BR009
DEP-CURRENT_RET-0134,DEPOSIT,GHS,6424853.33,CURRENT,SBL-CUST-006896,DEP.RET.CUR,2001,2021-01-04,,0.003265,FLOATING,,,BR021
DEP-CURRENT_RET-0135,DEPOSIT,GHS,17632153.63,CURRENT,SBL-CUST-014790,DEP.RET.CUR,2001,2022-02-02,,0.004163,FLOATING,,,BR024
DEP-CURRENT_RET-0136,DEPOSIT,GHS,6098474.52,CURRENT,SBL-CUST-013898,DEP.RET.CUR,2001,2020-07-30,,0.001789,FLOATING,,,BR010
DEP-CURRENT_RET-0137,DEPOSIT,GHS,6563146.87,CURRENT,SBL-CUST-005496,DEP.RET.CUR,2001,2022-12-19,,0.001796,FLOATING,,,BR020
DEP-CURRENT_RET-0138,DEPOSIT,GHS,8998016.25,CURRENT,SBL-CUST-007337,DEP.RET.CUR,2001,2023-09-08,,0.004653,FLOATING,,,BR013
DEP-CURRENT_RET-0139,DEPOSIT,GHS,8360633.04,CURRENT,SBL-CUST-001238,DEP.RET.CUR,2001,2025-12-17,,0.000548,FLOATING,,,BR020
DEP-CURRENT_RET-0140,DEPOSIT,GHS,8811200.96,CURRENT,SBL-CUST-000628,DEP.RET.CUR,2001,2019-12-07,,0.003391,FLOATING,,,BR024
DEP-CURRENT_RET-0141,DEPOSIT,GHS,13740316.82,CURRENT,SBL-CUST-013584,DEP.RET.CUR,2001,2023-09-26,,0.002482,FLOATING,,,BR011
DEP-CURRENT_RET-0142,DEPOSIT,GHS,5224495.58,CURRENT,SBL-CUST-005292,DEP.RET.CUR,2001,2024-12-03,,0.002192,FLOATING,,,BR016
DEP-CURRENT_RET-0143,DEPOSIT,GHS,18601824.32,CURRENT,SBL-CUST-014602,DEP.RET.CUR,2001,2019-07-07,,0.004354,FLOATING,,,BR004
DEP-CURRENT_RET-0144,DEPOSIT,GHS,8394014.54,CURRENT,SBL-CUST-006667,DEP.RET.CUR,2001,2019-03-13,,0.004965,FLOATING,,,BR027
DEP-CURRENT_RET-0145,DEPOSIT,GHS,5292420.4,CURRENT,SBL-CUST-008332,DEP.RET.CUR,2001,2024-03-15,,0.00231,FLOATING,,,BR011
DEP-CURRENT_RET-0146,DEPOSIT,GHS,8597870.06,CURRENT,SBL-CUST-000408,DEP.RET.CUR,2001,2025-03-09,,0.002969,FLOATING,,,BR014
DEP-CURRENT_RET-0147,DEPOSIT,GHS,35693853.64,CURRENT,SBL-CUST-004421,DEP.RET.CUR,2001,2023-12-20,,0.001813,FLOATING,,,BR001
DEP-CURRENT_RET-0148,DEPOSIT,GHS,43249143.35,CURRENT,SBL-CUST-007166,DEP.RET.CUR,2001,2018-11-18,,0.003892,FLOATING,,,BR005
DEP-CURRENT_RET-0149,DEPOSIT,GHS,8578477.07,CURRENT,SBL-CUST-006056,DEP.RET.CUR,2001,2025-12-12,,0.001885,FLOATING,,,BR001
DEP-CURRENT_RET-0150,DEPOSIT,GHS,12078908.23,CURRENT,SBL-CUST-011977,DEP.RET.CUR,2001,2019-10-31,,0.004781,FLOATING,,,BR009
DEP-CURRENT_CORP-0001,DEPOSIT,GHS,15397283.43,CURRENT,SBL-CUST-003202,DEP.CORP.CUR,2004,2019-11-28,,0.004661,FLOATING,,,BR001
